year,eez_country,GDP
2002,ABW,20436.88713
2002,AFG,179.426611
2002,AGO,872.4944916
2002,ALB,1425.124849
2002,AND,25066.88221
2002,ARE,31567.47371
2002,ARG,2593.40415
2002,ARM,783.2406986
2002,ASM,8700.067705
2002,ATG,10404.43621
2002,AUS,20082.48327
2002,AUT,26401.74546
2002,AZE,763.080638
2002,BDI,123.117628
2002,BEL,24887.56133
2002,BEN,572.2287954
2002,BFA,293.2807467
2002,BGD,413.0802546
2002,BGR,2092.957694
2002,BHR,13049.80322
2002,BHS,28866.80101
2002,BIH,1769.199828
2002,BLR,1479.314583
2002,BLZ,3525.638583
2002,BMU,62583.1002
2002,BOL,904.2266273
2002,BRA,2829.283192
2002,BRB,11361.43367
2002,BRN,16850.15113
2002,BTN,845.5102798
2002,BWA,3190.615453
2002,CAF,260.7455273
2002,CAN,24169.28473
2002,CHE,41376.39399
2002,CHI,44544.43344
2002,CHL,4446.250505
2002,CHN,1148.50829
2002,CIV,716.5302656
2002,CMR,707.8875674
2002,COD,175.0099651
2002,COG,912.2781532
2002,COL,2396.627274
2002,COM,744.4751724
2002,CPV,1401.903733
2002,CRI,4024.6519
2002,CUB,2999.245244
2002,CUW,
2002,CYM,
2002,CYP,16093.21461
2002,CZE,8032.896612
2002,DEU,25077.72908
2002,DJI,791.3894782
2002,DMA,4771.040927
2002,DNK,33228.69354
2002,DOM,3136.155187
2002,DZA,1781.837365
2002,ECU,2172.101877
2002,EGY,1228.937975
2002,ERI,293.9557909
2002,ESP,17025.53198
2002,EST,5344.877798
2002,ETH,111.9272235
2002,FIN,26869.6749
2002,FJI,2260.258398
2002,FRA,24177.33517
2002,FRO,26732.79047
2002,FSM,2265.880594
2002,GAB,4121.958645
2002,GBR,30056.58622
2002,GEO,853.5164537
2002,GHA,304.5645608
2002,GIB,
2002,GIN,343.5373419
2002,GMB,411.7724804
2002,GNB,331.4938718
2002,GNQ,2744.208156
2002,GRC,14110.31339
2002,GRD,5213.896269
2002,GRL,20652.87833
2002,GTM,1710.341468
2002,GUM,21536.36688
2002,GUY,974.9491933
2002,HKG,24665.89
2002,HND,1122.063942
2002,HRV,6233.053682
2002,HTI,396.6338208
2002,HUN,6655.333009
2002,IDN,900.1775757
2002,IMN,24864.43629
2002,IND,470.9867859
2002,IRL,32541.0986
2002,IRN,1911.678792
2002,IRQ,1266.2
2002,ISL,32326.63824
2002,ISR,18435.89476
2002,ITA,22270.14412
2002,JAM,3599.973172
2002,JOR,1827.335753
2002,JPN,32289.35054
2002,KAZ,1658.030785
2002,KEN,389.542711
2002,KGZ,321.7270332
2002,KHM,338.9872627
2002,KIR,826.9452801
2002,KNA,11011.37958
2002,KOR,13165.06574
2002,KWT,17846.32606
2002,LAO,320.0615179
2002,LBN,4579.459593
2002,LBR,306.473737
2002,LBY,3703.048308
2002,LCA,5646.456535
2002,LIE,79359.80467
2002,LKA,867.4912137
2002,LSO,382.1901735
2002,LTU,4146.987928
2002,LUX,52930.64115
2002,LVA,4125.210034
2002,MAC,16315.36363
2002,MAF,
2002,MAR,1416.488158
2002,MCO,90501.3418
2002,MDA,570.9726454
2002,MDG,319.216474
2002,MDV,3049.197616
2002,MEX,7593.137793
2002,MHL,2515.527974
2002,MKD,1961.203736
2002,MLI,334.8365206
2002,MLT,11281.14031
2002,MMR,142.0822652
2002,MNE,2106.635068
2002,MNG,571.5926395
2002,MNP,21978.77439
2002,MOZ,299.6830541
2002,MRT,639.6671224
2002,MUS,4018.948897
2002,MWI,298.4333849
2002,MYS,4165.726104
2002,NAM,1769.17591
2002,NCL,
2002,NER,227.1362787
2002,NGA,741.7475112
2002,NIC,1000.935948
2002,NLD,29204.03983
2002,NOR,43084.47247
2002,NPL,244.7208237
2002,NRU,
2002,NZL,16874.18749
2002,OMN,8626.984097
2002,PAK,534.3038828
2002,PAN,4126.241558
2002,PER,2021.23974
2002,PHL,1036.159313
2002,PLW,8302.011509
2002,PNG,491.8343081
2002,POL,5196.932921
2002,PRI,18731.45939
2002,PRK,
2002,PRT,12875.32079
2002,PRY,1300.851426
2002,PSE,1156.217473
2002,PYF,
2002,QAT,30214.85901
2002,ROU,2119.882673
2002,RUS,2377.529577
2002,RWA,199.0673298
2002,SAU,8695.400072
2002,SDN,418.2518413
2002,SEN,656.6227077
2002,SGP,22159.68886
2002,SLB,784.6498272
2002,SLE,252.3962103
2002,SLV,2124.102889
2002,SMR,41464.74643
2002,SOM,229.6
2002,SRB,2283.846685
2002,SSD,
2002,STP,577.6401566
2002,SUR,2267.721066
2002,SVK,6533.553213
2002,SVN,11777.15551
2002,SWE,29899.19525
2002,SWZ,1405.441856
2002,SXM,
2002,SYC,8331.261997
2002,SYR,1263.255122
2002,TCA,15784.60356
2002,TCD,220.3759764
2002,TGO,326.8556001
2002,THA,2096.187999
2002,TJK,190.0025003
2002,TKM,967.8901647
2002,TLS,508.7916881
2002,TON,1845.418595
2002,TTO,7053.070804
2002,TUN,2344.413533
2002,TUR,3659.939868
2002,TUV,1610.149462
2002,TWN,13651.355
2002,TZA,411.9723458
2002,UGA,245.5000794
2002,UKR,878.6187489
2002,URY,4090.899267
2002,USA,38023.16111
2002,UZB,383.343068
2002,VCT,4272.860898
2002,VEN,3700.879593
2002,VGB,
2002,VIR,30126.25564
2002,VNM,430.0528671
2002,VUT,1354.186169
2002,WSM,1633.035432
2002,XKX,1413.532587
2002,YEM,579.8529205
2002,ZAF,2502.277005
2002,ZMB,382.2421724
2002,ZWE,530.5305794
