year,eez_country,GDP
2010,ABW,23512.6026
2010,AFG,543.3030419
2010,AGO,3587.883798
2010,ALB,4094.350334
2010,AND,40852.66678
2010,ARE,33893.30351
2010,ARG,10385.96443
2010,ARM,3218.372707
2010,ASM,10271.22452
2010,ATG,13049.25705
2010,AUS,52022.1256
2010,AUT,46858.04327
2010,AZE,5842.805784
2010,BDI,234.2356469
2010,BEL,44141.87814
2010,BEN,1036.533952
2010,BFA,647.8358465
2010,BGD,781.1535936
2010,BGR,6809.898984
2010,BHR,20722.13729
2010,BHS,28443.40766
2010,BIH,4635.517779
2010,BLR,6029.3968
2010,BLZ,4270.864345
2010,BMU,88207.32756
2010,BOL,1955.461557
2010,BRA,11286.24302
2010,BRB,16056.37098
2010,BRN,35269.55311
2010,BTN,2258.183141
2010,BWA,6434.815657
2010,CAF,488.4214018
2010,CAN,47448.01322
2010,CHE,74605.72102
2010,CHI,
2010,CHL,12808.03459
2010,CHN,4550.453596
2010,CIV,1213.112645
2010,CMR,1286.515572
2010,COD,334.0215726
2010,COG,2812.435974
2010,COL,6336.709214
2010,COM,1316.498848
2010,CPV,3378.25486
2010,CRI,8141.913127
2010,CUB,5730.354775
2010,CUW,
2010,CYM,73350.78482
2010,CYP,31023.63833
2010,CZE,19808.07109
2010,DEU,41531.9342
2010,DJI,1343.26873
2010,DMA,6967.266654
2010,DNK,58041.39844
2010,DOM,5555.389722
2010,DZA,4480.799271
2010,ECU,4633.590358
2010,EGY,2644.817039
2010,ERI,501.3556333
2010,ESP,30502.71971
2010,EST,14790.82122
2010,ETH,341.5541149
2010,FIN,46459.97325
2010,FJI,3652.527437
2010,FRA,40638.334
2010,FRO,48530.23385
2010,FSM,2885.445676
2010,GAB,8849.3553
2010,GBR,39435.8399
2010,GEO,3233.295943
2010,GHA,1299.344949
2010,GIB,
2010,GIN,672.4244026
2010,GMB,860.6378737
2010,GNB,557.6321326
2010,GNQ,17288.8596
2010,GRC,26917.75898
2010,GRD,7257.756622
2010,GRL,43988.33249
2010,GTM,2898.942215
2010,GUM,30700.43401
2010,GUY,3033.247725
2010,HKG,32549.99823
2010,HND,1904.346465
2010,HRV,13923.62858
2010,HTI,665.6274195
2010,HUN,13113.52596
2010,IDN,3122.362815
2010,IMN,69766.52119
2010,IND,1357.563719
2010,IRL,48715.17686
2010,IRN,6599.660938
2010,IRQ,4657.280426
2010,ISL,43024.92349
2010,ISR,30693.59308
2010,ITA,36000.52012
2010,JAM,4704.054455
2010,JOR,3690.113268
2010,JPN,44507.67639
2010,KAZ,9070.488253
2010,KEN,951.6879611
2010,KGZ,880.0377751
2010,KHM,785.5022829
2010,KIR,1516.811869
2010,KNA,15508.76811
2010,KOR,23087.22564
2010,KWT,38577.49828
2010,LAO,1140.599205
2010,LBN,7761.646191
2010,LBR,513.4456986
2010,LBY,12064.78069
2010,LCA,8540.414378
2010,LIE,141200.38
2010,LKA,2799.648876
2010,LSO,1137.275702
2010,LTU,11957.08421
2010,LUX,104965.3061
2010,LVA,11348.40623
2010,MAC,52253.15531
2010,MAF,
2010,MAR,2839.925168
2010,MCO,150725.1941
2010,MDA,2437.529978
2010,MDG,471.959197
2010,MDV,7076.662423
2010,MEX,9271.398233
2010,MHL,2876.994997
2010,MKD,4542.899717
2010,MLI,710.2742022
2010,MLT,21107.36443
2010,MMR,979.05163
2010,MNE,6682.281158
2010,MNG,2643.292914
2010,MNP,14804.24673
2010,MOZ,471.1816926
2010,MRT,1610.923908
2010,MUS,8000.376432
2010,MWI,478.6685897
2010,MYS,9040.566251
2010,NAM,5318.00694
2010,NCL,
2010,NER,473.2998775
2010,NGA,2292.445156
2010,NIC,1503.870423
2010,NLD,50950.03434
2010,NOR,87693.79007
2010,NPL,592.4010975
2010,NRU,4754.075002
2010,NZL,33700.12604
2010,OMN,18756.97925
2010,PAK,987.409723
2010,PAN,8082.028459
2010,PER,5082.354757
2010,PHL,2217.474009
2010,PLW,10219.9276
2010,PNG,1949.352518
2010,POL,12599.53358
2010,PRI,26435.74879
2010,PRK,
2010,PRT,22498.69086
2010,PRY,4355.934939
2010,PSE,2354.125987
2010,PYF,
2010,QAT,67403.1603
2010,ROU,8209.919456
2010,RUS,10674.99578
2010,RWA,612.3436991
2010,SAU,19262.54768
2010,SDN,1401.477474
2010,SEN,1280.22547
2010,SGP,47236.96023
2010,SLB,1290.398786
2010,SLE,401.8350014
2010,SLV,2983.242708
2010,SMR,60239.34071
2010,SOM,219.2
2010,SRB,5735.422857
2010,SSD,1535.708184
2010,STP,1094.710717
2010,SUR,8255.796859
2010,SVK,16727.29133
2010,SVN,23509.54339
2010,SWE,52869.04429
2010,SWZ,4168.505177
2010,SXM,
2010,SYC,10804.68447
2010,SYR,
2010,TCA,21028.40814
2010,TCD,892.5687203
2010,TGO,534.0443668
2010,THA,5076.340174
2010,TJK,749.552711
2010,TKM,4439.200382
2010,TLS,806.4078617
2010,TON,3553.220614
2010,TTO,16683.35538
2010,TUN,4141.976353
2010,TUR,10672.38925
2010,TUV,3022.176507
2010,TZA,743.4037847
2010,UGA,815.8736791
2010,UKR,2965.139715
2010,URY,11992.01663
2010,USA,48467.51578
2010,UZB,1634.312095
2010,VCT,6292.789487
2010,VEN,13825.35809
2010,VGB,
2010,VIR,40043.19017
2010,VNM,1317.890706
2010,VUT,2966.857116
2010,WSM,3566.362378
2010,XKX,3286.557443
2010,YEM,1334.784845
2010,ZAF,7328.615629
2010,ZMB,1489.459306
2010,ZWE,948.3318545
