date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
02-03-1999,NA,114.7717,22.3033333,Attempted,South China Sea,CHN,CHN,27.95446322,114.6075139,22.5043806,NA,Chu Xiang,NA,Steaming,mappingpiracy
03-03-1999,NA,100.825,13.138,Boarding,"Ko Si Chang, Thailand",THA,THA,7.253749182,100.8782658,13.09833405,NA,Destiny,NA,Anchored,mappingpiracy
08-03-1999,NA,117.15,-0.5265,Boarding,"Samarinda, Indonesia",IDN,IDN,32.43935797,117.4414169,-0.525160415,NA,Southern Venture,NA,Anchored,mappingpiracy
08-03-1999,NA,13.25,-8.8,Boarding,"Luanda, Angola",AGO,AGO,0.5092156691,13.24537194,-8.800062758,NA,Fortunato,NA,Anchored,mappingpiracy
09-03-1999,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Seabulk Command,NA,NA,mappingpiracy
10-03-1999,NA,-17.3667,14.6666667,Boarding,"Dakar, Senegal",SEN,SEN,6.539971202,-17.42682858,14.67487214,NA,Carola,NA,Steaming,mappingpiracy
10-03-1999,NA,-48.5167,-25.5,Boarding,"Paranagua, Brazil",BRA,BRA,1.800375972,-48.52403724,-25.51482513,NA,Maratha Mission,NA,Berthed,mappingpiracy
11-03-1999,NA,-77.1667,-12.5,Boarding,"Callao, Peru",PER,PER,34.41965362,-77.0172013,-12.22576263,NA,NA,NA,Anchored,mappingpiracy
12-03-1999,NA,-77.1667,-12.5,Boarding,"Callao, Peru",PER,PER,34.41965362,-77.0172013,-12.22576263,NA,Spring Delight,NA,Anchored,mappingpiracy
12-03-1999,NA,104,1.2366667,Boarding,Singapore Straits,IDN,IDN,6.398410105,104.0309351,1.187892971,NA,Fiona,NA,Steaming,mappingpiracy
12-03-1999,NA,117.29,-2.0666667,Boarding,"Samarinda, Indonesia",IDN,IDN,77.43126031,116.6054794,-2.193617446,NA,Maersk Teluk,NA,Anchored,mappingpiracy
14-03-1999,NA,50.6583,8.325,Boarding,Somalia,SOM,SOM,43.83419956,50.30347741,8.504584052,NA,Salwah,NA,Steaming,mappingpiracy
15-03-1999,NA,105.1417,-6.44,Attempted,Indonesia,IDN,IDN,12.978135,105.1884872,-6.547621352,NA,Fortune,NA,Steaming,mappingpiracy
16-03-1999,NA,-64.5932,10.1166667,Boarding,"Guanta, Venezuela",VEN,VEN,11.29660972,-64.66763262,10.18732331,NA,NA,NA,Berthed,mappingpiracy
16-03-1999,NA,-64.5932,10.1166667,Boarding,"Guanta, Venezuela",VEN,VEN,11.29660972,-64.66763262,10.18732331,NA,Cielo Del Venezuela,NA,Berthed,mappingpiracy
16-03-1999,NA,50.2,7.6333333,Attempted,Somalia,SOM,SOM,43.59525873,49.82504317,7.75775788,NA,World Kinship,NA,Steaming,mappingpiracy
17-03-1999,NA,97.1667,9.1666667,Hijacked,"Thailand (West Coast), Andaman Sea",THA,THA,78.31167325,97.83529707,9.412054755,NA,Marine Master,NA,Steaming,mappingpiracy
21-03-1999,NA,106.975,-3,Boarding,"Gasper Straits, Indonesia",IDN,IDN,8.537360721,106.9157007,-2.950941665,NA,Batu Licin,NA,Steaming,mappingpiracy
21-03-1999,NA,117.15,-0.5265,Boarding,"Samarinda, Indonesia",IDN,IDN,32.43935797,117.4414169,-0.525160415,NA,Ivory Bay,NA,Anchored,mappingpiracy
21-03-1999,NA,103.9502,1.3086,Boarding,"Philip Channel, Singapore Straits",SGP,SGP,1.147924969,103.9543563,1.318101304,NA,Pacific Venture,NA,Steaming,mappingpiracy
26-03-1999,NA,105.1667,-5.5,Boarding,"Tarahan, Indonesia",IDN,IDN,8.576883017,105.2021591,-5.568942967,NA,Mihalis P,NA,Anchored,mappingpiracy
26-03-1999,NA,117.2833,-1,Boarding,Indonesia,IDN,IDN,9.92311808,117.235118,-0.924493097,NA,Luna Azul,NA,Anchored,mappingpiracy
27-03-1999,NA,105.1667,-5.5,Boarding,"Tarahan, Indonesia",IDN,IDN,8.576883017,105.2021591,-5.568942967,NA,Mihalis P,NA,Anchored,mappingpiracy
28-03-1999,NA,-4,5.2931667,Boarding,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Horestrand,NA,Anchored,mappingpiracy
28-03-1999,NA,48.4136,4.9115,Attempted,"Somali Coast, Somalia",SOM,SOM,20.83466191,48.32886804,5.079657294,NA,Paraskevi,NA,Anchored,mappingpiracy
28-03-1999,NA,107.5494,-2.7803,Boarding,"Sunda Straits, Indonesia",IDN,IDN,5.030786362,107.5942489,-2.786309503,NA,Mihalis P,NA,Steaming,mappingpiracy
28-03-1999,NA,5.75,5.9166667,Boarding,"Sapele, Nigeria",NGA,NGA,42.84203775,5.485118035,5.634344794,NA,Fione,NA,Anchored,mappingpiracy
29-03-1999,NA,105.15,-2.1916667,Boarding,"Bangka Straits, Indonesia",IDN,IDN,12.34965983,105.1474716,-2.080010675,NA,Rahah,NA,Steaming,mappingpiracy
01-04-1999,NA,121.8423,7.0216667,Attempted,Philippines,PHL,PHL,7.388889097,121.8989364,7.057196356,NA,Anna Oldendorff,NA,Steaming,mappingpiracy
02-04-1999,NA,1.0833,5.6,Boarding,"Tema, Ghana",GHA,GHA,25.47538225,0.954844597,5.791083075,NA,P & O Nedlloyd Lagos,NA,Anchored,mappingpiracy
04-04-1999,NA,-13.7167,9.5166667,Boarding,"Conakry, Guinea",GIN,GIN,0.6667148247,-13.71890215,9.522284247,NA,SAAD III,NA,Anchored,mappingpiracy
05-04-1999,NA,53.6,9.1666667,Attempted,Somalia,SOM,SOM,277.2529575,51.3975089,10.39579317,NA,Silver Fish,NA,Steaming,mappingpiracy
07-04-1999,NA,79.8432,6.95,Boarding,"Colombo, Sri Lanka",LKA,LKA,1.450377734,79.84815514,6.962144273,NA,Norasia Shanghai,NA,Anchored,mappingpiracy
08-04-1999,NA,7.2267,5.0016667,Attempted,"Bonny Anchorage, Nigeria",NGA,NGA,31.94602534,7.071787957,4.758124091,NA,Melrose,NA,Steaming,mappingpiracy
09-04-1999,NA,12.225,-6.0583333,Boarding,Zaire,AGO,COD,8.346190972,12.27506038,-6.114769138,NA,Orionas,NA,Steaming,mappingpiracy
10-04-1999,NA,104.16,1.2616667,Attempted,Singapore Straits,IDN,IDN,9.586126801,104.1276962,1.181301174,NA,Gerdt Oldendorff,NA,Steaming,mappingpiracy
11-04-1999,NA,49.91,7.3133333,Attempted,"Somali Coast, Somalia",SOM,SOM,31.55358418,49.64079837,7.409125067,NA,Karin S,NA,Steaming,mappingpiracy
11-04-1999,NA,47.95,12.65,Attempted,Somalia,YEM,YEM,126.2432625,47.39820397,13.65485261,NA,Spic Pearl,NA,Steaming,mappingpiracy
11-04-1999,NA,104.15,1.2666667,Attempted,Singapore Straits,MYS,IDN,9.406763193,104.1740829,1.348211981,NA,Gas Al Ahmadi,NA,Steaming,mappingpiracy
14-04-1999,NA,101.45,1.6766667,Boarding,"Dumai, Indonesia",IDN,IDN,4.422683577,101.4270126,1.709295966,NA,Sinfa,NA,Berthed,mappingpiracy
16-04-1999,NA,113.0667,3.2666667,Boarding,"Bintulu, Malaysia",MYS,MYS,1.394944766,113.0693466,3.278998114,NA,Puteri Fiirus,NA,Anchored,mappingpiracy
20-04-1999,NA,-79.9,-2.2666667,Boarding,"Guayaquil, Ecuador",ECU,ECU,3.859231799,-79.86530514,-2.266778253,NA,Crowley Americas,NA,Anchored,mappingpiracy
20-04-1999,NA,113.0667,3.2666667,Boarding,"Bintulu Port, Malaysia",MYS,MYS,1.394944766,113.0693466,3.278998114,NA,Aman Bintulu,NA,Anchored,mappingpiracy
20-04-1999,NA,113.0667,3.2666667,Boarding,"Bintulu Anchorage, Malaysia",MYS,MYS,1.394944766,113.0693466,3.278998114,NA,Chem Unity,NA,Anchored,mappingpiracy
20-04-1999,NA,12.2697,-6.1053333,Attempted,"Congo River, Moita Seca, Zaire",AGO,AGO,1.200379715,12.27506038,-6.114769138,NA,Aubisque,NA,Anchored,mappingpiracy
22-04-1999,NA,79.8432,6.95,Boarding,"Colombo, Sri Lanka",LKA,LKA,1.450377734,79.84815514,6.962144273,NA,Zim Dalian,NA,Anchored,mappingpiracy
22-04-1999,NA,5.1767,5.1666667,Boarding,"Forcados SBM, Nigeria",NGA,NGA,20.73059913,5.363617384,5.171576239,NA,NA,NA,Anchored,mappingpiracy
23-04-1999,NA,100.3432,5.4166667,Boarding,"Penang, Malaysia",MYS,MYS,0.1095903481,100.3434351,5.417629299,NA,MCC Vantage,NA,Anchored,mappingpiracy
26-04-1999,NA,106.9667,-2.9333333,Boarding,"4NM East of Lepar Island, Indonesia",IDN,IDN,5.994793645,106.9157007,-2.950941665,NA,Rathrowan,NA,Steaming,mappingpiracy
26-04-1999,NA,100.825,13.138,Boarding,"Ko Si Chang, Thailand",THA,THA,7.253749182,100.8782658,13.09833405,NA,Monterrey,NA,Anchored,mappingpiracy
27-04-1999,NA,113.0667,3.2666667,Boarding,"Bintulu, Malaysia",MYS,MYS,1.394944766,113.0693466,3.278998114,NA,Jasmine Ace,NA,Anchored,mappingpiracy
27-04-1999,NA,113.0667,3.2666667,Boarding,"Bintulu Anchorage, Sarawak, Malaysia",MYS,MYS,1.394944766,113.0693466,3.278998114,NA,Cosmic Challenger,NA,Anchored,mappingpiracy
27-04-1999,NA,117.2833,-1,Boarding,"Samarinda, Indonesia",IDN,IDN,9.92311808,117.235118,-0.924493097,NA,Atlas,NA,Anchored,mappingpiracy
28-04-1999,NA,105.7564,-2.508,Boarding,"Bangka Straits, Indonesia",IDN,IDN,14.85344994,105.8287867,-2.395114842,NA,Sidrela,NA,Steaming,mappingpiracy
28-04-1999,NA,117.6403,0.5366667,Boarding,"Tg. Bara, Indonesia",IDN,IDN,4.426869204,117.6203719,0.502020575,NA,Peoria,NA,Anchored,mappingpiracy
29-04-1999,NA,109.6317,-5.3666667,Attempted,Indonesia,IDN,IDN,102.0936168,110.4206649,-5.84368255,NA,Sidrela,NA,Steaming,mappingpiracy
30-04-1999,NA,115.9833,-4.0333333,Boarding,"Pulau Laut, Indonesia",IDN,IDN,7.563262619,116.0501408,-4.020196222,NA,Eastern Queen,NA,Anchored,mappingpiracy
01-05-1999,NA,105.6583,-2.4,Attempted,Indonesia,IDN,IDN,3.306089587,105.6333114,-2.416192316,NA,Pac Bali,NA,Steaming,mappingpiracy
02-05-1999,NA,-64.5932,10.1166667,Boarding,"Guanta, Venezuela",VEN,VEN,11.29660972,-64.66763262,10.18732331,NA,Zim Venezuela III,NA,Berthed,mappingpiracy
04-05-1999,NA,48.4136,4.9115,Hijacked,"North East Coast, Somalia",SOM,SOM,20.83466191,48.32886804,5.079657294,NA,NA,NA,Steaming,mappingpiracy
04-05-1999,NA,117.538,0.0248333,Attempted,"Tg. Meranggas Bontang, Indonesia",IDN,IDN,2.551015665,117.5168563,0.015936591,NA,Sunny Ocean,NA,Anchored,mappingpiracy
04-05-1999,NA,119.9333,-0.7833333,Attempted,"Santan, Indonesia",IDN,IDN,7.378572365,119.8671981,-0.788344008,NA,Oriental Gas,NA,Steaming,mappingpiracy
09-05-1999,NA,75.5352,10.415,Boarding,"Cartagena, Colombia",IND,IND,54.42988952,76.00806725,10.56708405,NA,Beta I,NA,Anchored,mappingpiracy
12-05-1999,NA,106.7,20.85,Boarding,"Haiphong, Vietnam",VNM,VNM,2.427766472,106.7075301,20.8707543,NA,Asian Friendship,NA,Anchored,mappingpiracy
13-05-1999,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Agios Gerassimos,NA,Anchored,mappingpiracy
16-05-1999,NA,116.7932,-1.25,Boarding,"Balikpapan, Indonesia",IDN,IDN,0.2776971814,116.7908635,-1.249118748,NA,Pacific Venture,NA,Anchored,mappingpiracy
19-05-1999,NA,121,14.5931667,Boarding,"Manila Berth, Philippines",PHL,PHL,4.438529578,120.9588322,14.59178295,NA,Alcestis,NA,Anchored,mappingpiracy
19-05-1999,NA,106.875,-6.0886667,Boarding,"Jakarta Outer Anchorage, Indonesia",IDN,IDN,4.407541808,106.8377385,-6.102715753,NA,Arisbe,NA,Anchored,mappingpiracy
20-05-1999,NA,98.6767,3.7766667,Boarding,"Belawan roads, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Gloria 1,NA,Anchored,mappingpiracy
24-05-1999,NA,108.9833,2.8666667,Attempted,Indonesia,IDN,IDN,10.67508624,108.8896591,2.888006903,NA,Jet Tanker,NA,Steaming,mappingpiracy
24-05-1999,NA,117.6403,0.5366667,Boarding,"Tg. Bara, Indonesia",IDN,IDN,4.426869204,117.6203719,0.502020575,NA,Tien Shan,NA,Anchored,mappingpiracy
24-05-1999,NA,106.1833,-2.95,Attempted,Indonesia,IDN,IDN,13.80889061,106.3020126,-2.913262628,NA,Pac Bali,NA,Steaming,mappingpiracy
26-05-1999,NA,103.4167,1.25,Attempted,Singapore Straits,MYS,MYS,9.682467777,103.4690048,1.319973049,NA,Petro Foremost,NA,Steaming,mappingpiracy
27-05-1999,NA,107.2883,-2.83,Boarding,Indonesia,IDN,IDN,8.350210952,107.3484882,-2.875167493,NA,Sinar Toba,NA,Steaming,mappingpiracy
28-05-1999,NA,98.78,3.9366667,Boarding,"Belawan, Indonesia",IDN,IDN,11.15596952,98.7002688,3.875304345,NA,Quixada,NA,Anchored,mappingpiracy
30-05-1999,NA,-86.9,20.48333333,Boarding,"Cozumel Island, Mexico",MEX,MEX,7.546337684,-86.96812904,20.50625235,NA,Mexico I,NA,Steaming,mappingpiracy
31-05-1999,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Al Badiyah,NA,NA,mappingpiracy
31-05-1999,NA,118.1167,5.8266667,Boarding,"Sandakan, Sabah, Malaysia",MYS,MYS,2.313767863,118.0959579,5.82416413,NA,Dorthe Oldendorff,NA,Berthed,mappingpiracy
01-06-1999,NA,-46.2872,-23.9761667,Boarding,"Santos, Brazil",BRA,BRA,0.5597724632,-46.29161536,-23.9791806,NA,NA,NA,Berthed,mappingpiracy
01-06-1999,NA,-46.2872,-23.9761667,Boarding,"Santos, Brazil",BRA,BRA,0.5597724632,-46.29161536,-23.9791806,NA,Jork,NA,Berthed,mappingpiracy
05-06-1999,NA,116.0667,5.9765,NA,"Kota Kinabalu, Malaysia",MYS,MYS,5.070460616,116.0664169,5.930650132,NA,Galaxy I,NA,Anchored,mappingpiracy
05-06-1999,NA,116.0667,5.9765,NA,"Kota Kinabalu, Malaysia",MYS,MYS,5.070460616,116.0664169,5.930650132,NA,Galaxy II,NA,Anchored,mappingpiracy
08-06-1999,NA,104.28,2.8012,Hijacked,"Off Tioman Island, East Coast Malaysia",MYS,MYS,6.604322268,104.2226669,2.785589911,NA,Siam Xan Xai,NA,Steaming,mappingpiracy
09-06-1999,NA,90.0183,21.9721,Attempted,"Benin River, Nigeria",BGD,BGD,2.044335111,90.02816817,21.98810456,NA,NA,NA,Steaming,mappingpiracy
10-06-1999,NA,-71.554,9.8095,Boarding,"Lake Maracaibo, Venezuela",VEN,VEN,42.50959418,-71.20693926,9.98061758,NA,NA,NA,Anchored,mappingpiracy
11-06-1999,NA,-0.0167,5.6166667,Boarding,"Tema Anchorage, Ghana",GHA,GHA,3.55227592,-0.045033332,5.60162995,NA,Maya,NA,Anchored,mappingpiracy
16-06-1999,NA,-4,5.2931667,Boarding,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Nordisle,NA,Anchored,mappingpiracy
23-06-1999,NA,121,14.5931667,Boarding,"Manila, Philippines",PHL,PHL,4.438529578,120.9588322,14.59178295,NA,Karen Sackfield,NA,Anchored,mappingpiracy
24-06-1999,NA,49.833,11.9183,Boarding,"100 km SE nothern town of Bossaso, Somalia",SOM,SOM,46.11165221,49.94214929,11.51557038,NA,NA,NA,Steaming,mappingpiracy
25-06-1999,NA,-64.6267,10.25,Boarding,"Puerto La Cruz, Venezuela",VEN,VEN,0.5574186848,-64.63141842,10.24811433,NA,NA,NA,Anchored,mappingpiracy
01-07-1999,NA,9.5,0.2765,Boarding,"Owendo Anchorage, Gabon",GAB,GAB,1.613570292,9.498057488,0.290961005,NA,Great Happy,NA,Anchored,mappingpiracy
01-07-1999,NA,-15.5765,11.8431667,Hijacked,"Bissau port, Guinea Bissau",GNB,GNB,1.284568474,-15.58495032,11.85126374,NA,NA,NA,Steaming,mappingpiracy
02-07-1999,NA,-70,18.4166667,Boarding,"Rio Haina, Dominican Republic",DOM,DOM,0.4336173895,-70.00401771,18.41746654,NA,Kimolian Pride,NA,Berthed,mappingpiracy
07-07-1999,NA,-77.0667,3.8766667,Boarding,"Buenaventura, Colombia",COL,COL,1.008899726,-77.0685929,3.867743231,NA,Pandora P.,NA,Anchored,mappingpiracy
11-07-1999,NA,5,5.5,Attempted,"Escravos River, Nigeria",NGA,NGA,20.0486878,5.144867384,5.608628648,NA,Vega,NA,Steaming,mappingpiracy
13-07-1999,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Alert,NA,Anchored,mappingpiracy
13-07-1999,NA,117.15,-0.5265,Boarding,"Samarinda, Indonesia",IDN,IDN,32.43935797,117.4414169,-0.525160415,NA,Princess Seiko,NA,Anchored,mappingpiracy
14-07-1999,NA,91.7932,22.2166667,Boarding,"Chittagong, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Karin Cat,NA,Anchored,mappingpiracy
16-07-1999,NA,98.6767,3.7766667,Boarding,"Belawan, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Rose,NA,Anchored,mappingpiracy
18-07-1999,NA,116.66,-1.6916667,Boarding,"Adang Bay, E. Kalimantan, Indonesia",IDN,IDN,14.81403847,116.557465,-1.606215102,NA,Magnus Stove,NA,Anchored,mappingpiracy
19-07-1999,NA,9.6667,4.0431667,Boarding,"Douala, Cameroon",CMR,CMR,1.430647464,9.675629102,4.033840236,NA,NA,NA,Berthed,mappingpiracy
20-07-1999,NA,3.3767,6.45,Boarding,"Off Lagos, Nigeria",NGA,NGA,0.745848921,3.37387129,6.456122137,NA,Kilchem Oceanis,NA,Steaming,mappingpiracy
20-07-1999,NA,121,14.5931667,Boarding,"Manila Berh No. 13, Philippines",PHL,PHL,4.438529578,120.9588322,14.59178295,NA,Amer Deep,NA,Berthed,mappingpiracy
20-07-1999,NA,98.7667,3.9166667,Boarding,"Belawan, Indonesia",IDN,IDN,8.680806559,98.7002688,3.875304345,NA,Bunga Melati Dua,NA,Anchored,mappingpiracy
20-07-1999,NA,39.3533,-6.775,Boarding,"Dar Es Salaam, Tanzania",TZA,TZA,5.977859498,39.32650801,-6.821954034,NA,MSC Marina,NA,Anchored,mappingpiracy
23-07-1999,NA,9.6667,4.0431667,Boarding,"Douala, Cameroon",CMR,CMR,1.430647464,9.675629102,4.033840236,NA,Sea Lion,NA,Berthed,mappingpiracy
24-07-1999,NA,98.6767,3.7766667,Boarding,"Belawan, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,MCC Vantage,NA,Anchored,mappingpiracy
24-07-1999,NA,104.1667,-0.7166667,Boarding,"Berhala Straits, Indonesia",IDN,IDN,21.96118035,104.3562932,-0.661716404,NA,Enam Enam Kadepe,NA,Steaming,mappingpiracy
25-07-1999,NA,81.2265,8.5666667,Boarding,"Trincomalee, Sri Lanka",LKA,LKA,0.5783431467,81.22331791,8.570827541,NA,Newco Endurance,NA,Berthed,mappingpiracy
28-07-1999,NA,107.25,-2.6667,Boarding,"Gelasa Straits, Indonesia",IDN,IDN,25.5206313,107.3484882,-2.875167493,NA,Ginger,NA,Steaming,mappingpiracy
