date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
01-01-2001,NA,48.4136,4.9115,Hijacked,Somalia,SOM,SOM,20.83466191,48.32886804,5.079657294,NA,Jaafar,NA,Steaming,mappingpiracy
06-01-2001,NA,116.7932,-1.25,Boarding,"Balikpapan, Indonesia",IDN,IDN,0.2776971814,116.7908635,-1.249118748,NA,Halia,NA,Berthed,mappingpiracy
07-01-2001,NA,89.97,22.033,Boarding,"Patharghata Mohishpura, Bangladesh",BGD,BGD,1.84149726,89.98275801,22.04462311,NA,Dilruba,NA,Steaming,mappingpiracy
08-01-2001,NA,105.0333,1.1333333,Attempted,Indonesia,IDN,IDN,24.66187526,104.8435165,1.018215236,NA,Eagle Aries,NA,Steaming,mappingpiracy
08-01-2001,NA,105.115,0.8625,Boarding,Indonesia,IDN,IDN,31.74676516,104.8527938,0.975490627,NA,Rengganis,NA,Steaming,mappingpiracy
08-01-2001,NA,118.1167,5.8266667,Boarding,"Sandakan, Malaysia",MYS,MYS,2.313767863,118.0959579,5.82416413,NA,CP 31,NA,Anchored,mappingpiracy
08-01-2001,NA,116.7932,-1.25,Boarding,"Balikpapan, Indonesia",IDN,IDN,0.2776971814,116.7908635,-1.249118748,NA,British Argosy,NA,Berthed,mappingpiracy
09-01-2001,NA,-0.0167,5.6166667,Boarding,"Tema Anchorage, Ghana",GHA,GHA,3.55227592,-0.045033332,5.60162995,NA,Barbet Arrow,NA,Anchored,mappingpiracy
09-01-2001,NA,76.25,9.9666667,Boarding,"Cochin Anchorage, India",IND,IND,0.4242580595,76.25147546,9.963120835,NA,X-Press Malabar,NA,Anchored,mappingpiracy
09-01-2001,NA,7.9917,4.15,Boarding,Nigeria,NGA,NGA,43.03861833,7.97934004,4.53900788,NA,Seavinha,NA,Anchored,mappingpiracy
09-01-2001,NA,118.1167,5.8266667,Boarding,"Sandakan Jetty, Sabah, Malaysia",MYS,MYS,2.313767863,118.0959579,5.82416413,NA,CP 31,NA,Berthed,mappingpiracy
10-01-2001,NA,98.6767,3.7766667,Attempted,"Belawan Anchorage, Indonesia",IDN,IDN,4.815190419,98.71062259,3.803778387,NA,Broojerdi,NA,Anchored,mappingpiracy
10-01-2001,NA,80.2932,13.0931667,Attempted,"Chennai Anchorage, India",IND,IND,1.630632385,80.30795332,13.09601472,NA,Nautilus,NA,Anchored,mappingpiracy
12-01-2001,NA,91.7932,22.2166667,Attempted,"Chittagong Anchorage, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Actuaria,NA,Anchored,mappingpiracy
12-01-2001,NA,42.5432,-0.3765,Hijacked,"Kisimayu, Somalia",SOM,SOM,2.25440856,42.55079186,-0.357598566,NA,Horrizon I and Horrizon II,NA,Steaming,mappingpiracy
12-01-2001,NA,76.25,9.9666667,Attempted,"Cochin Roads, India",IND,IND,0.4242580595,76.25147546,9.963120835,NA,Jo Lind,NA,Anchored,mappingpiracy
13-01-2001,NA,106.875,-6.0886667,Boarding,"Tg. Priok Anchorage, Indonesia",IDN,IDN,4.407541808,106.8377385,-6.102715753,NA,Balaji Vintage,NA,Anchored,mappingpiracy
16-01-2001,NA,9.6667,4.0431667,Boarding,"Douala, Cameroon",CMR,CMR,1.430647464,9.675629102,4.033840236,NA,Southway,NA,Berthed,mappingpiracy
17-01-2001,NA,82.3167,16.9765,Boarding,"Kakinada Inner Anchorage, india",IND,IND,3.605044064,82.29167728,16.99843985,NA,Kristal,NA,Anchored,mappingpiracy
18-01-2001,NA,89.5765,22.4765,Boarding,"Mongla Anchorage, Bangladesh",BGD,BGD,16.38672588,89.62647546,22.33600495,NA,Lingfield,NA,Anchored,mappingpiracy
18-01-2001,NA,116.7932,-1.25,Attempted,"Balikpapan, Indonesia",IDN,IDN,0.2776971814,116.7908635,-1.249118748,NA,Siam Veera,NA,Anchored,mappingpiracy
20-01-2001,NA,-4,5.2931667,Boarding,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,NA,NA,Berthed,mappingpiracy
20-01-2001,NA,95.676,11.215,Boarding,"Andaman Sea, Thailand",MMR,MMR,203.4912905,97.44434655,11.80023835,NA,NA,NA,Steaming,mappingpiracy
20-01-2001,NA,105.1667,-5.4666667,Boarding,"Panjang Anchorage, Indonesia",IDN,IDN,8.927250019,105.2463485,-5.478773696,NA,Sea-Lark,NA,Anchored,mappingpiracy
22-01-2001,NA,147.3167,-2.05,Boarding,"Lorengau Manus Island, Papua New Guinea",PNG,PNG,0.1060137954,147.316661,-2.050957941,NA,Petro Navigator,NA,Steaming,mappingpiracy
23-01-2001,NA,89.97,22.033,Boarding,"Patharghata, Northern Maghna River, Bangladesh",BGD,BGD,1.84149726,89.98275801,22.04462311,NA,NA,NA,Steaming,mappingpiracy
23-01-2001,NA,103.4017,1.265,Boarding,Singapore Straits,MYS,MYS,9.646577971,103.4690048,1.319973049,NA,Song He,NA,Steaming,mappingpiracy
25-01-2001,NA,89.55,22.8166,Boarding,"Manderbaria, East of Khulna, Bangladesh",BGD,BGD,53.79816747,89.62647546,22.33600495,NA,NA,NA,Steaming,mappingpiracy
26-01-2001,NA,103.3833,1.2,Boarding,Singapore Straits,IDN,IDN,7.413055291,103.3767196,1.133286851,NA,Khersones,NA,Steaming,mappingpiracy
27-01-2001,NA,98.6997,3.7853333,Boarding,"Belawan Port, Indonesia",IDN,IDN,2.373207423,98.71062259,3.803778387,NA,Cementia,NA,Berthed,mappingpiracy
30-01-2001,NA,103.3167,1.3166667,Attempted,Malacca Straits,MYS,MYS,15.17462997,103.4462997,1.35932038,NA,Hibiscus,NA,Steaming,mappingpiracy
31-01-2001,NA,-4,5.2931667,Boarding,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Katerina S,NA,Berthed,mappingpiracy
02-02-2001,NA,103.2983,1.3466667,Attempted,Malacca Straits,MYS,MYS,16.5300089,103.4462997,1.35932038,NA,Soon Sing,NA,Steaming,mappingpiracy
02-02-2001,NA,103.28,1.3533333,Attempted,Malacca Straits,MYS,MYS,18.51907983,103.4462997,1.35932038,NA,Shafinaz Ria,NA,Steaming,mappingpiracy
03-02-2001,NA,100.6028,13.3418333,Boarding,"Bagkok bar, Thailand",THA,THA,19.38039699,100.5559188,13.51089102,NA,Malaysia Star I,NA,Anchored,mappingpiracy
03-02-2001,NA,43.3833,12.5716667,Attempted,Red Sea,YEM,YEM,8.550514032,43.42888431,12.63467032,NA,Dehkhoda,NA,Steaming,mappingpiracy
04-02-2001,NA,91.7932,22.2166667,Attempted,"Chittagong Anchorage, Bangladesh",BGD,BGD,2.329971162,91.81202233,22.20502351,NA,Actuaria,NA,Anchored,mappingpiracy
06-02-2001,NA,97.8833,5.0966667,Attempted,Malacca Straits,IDN,IDN,18.42891681,97.83008874,4.938788153,NA,Mornes,NA,Steaming,mappingpiracy
06-02-2001,NA,117.5733,0.13,Boarding,"Lhotuan Pilot Stn, Indonesia",IDN,IDN,6.339192314,117.5172632,0.140204169,NA,Crane North,NA,Anchored,mappingpiracy
13-02-2001,NA,82.3167,16.9765,Boarding,"Kakinada Inner Anchorage, india",IND,IND,3.605044064,82.29167728,16.99843985,NA,Unitank,NA,Anchored,mappingpiracy
14-02-2001,NA,3.3767,6.45,Boarding,"Lagos Anchorage, Nigeria",NGA,NGA,0.745848921,3.37387129,6.456122137,NA,Mina Oldefdorff,NA,Anchored,mappingpiracy
15-02-2001,NA,101.0567,2.8166667,Attempted,Malacca Straits,MYS,MYS,25.79720268,101.2863876,2.849676825,NA,Star Sea Bird,NA,Steaming,mappingpiracy
15-02-2001,NA,95.45,19.7,Attempted,Myanmar,MMR,MMR,148.8648649,94.07390384,19.37384675,NA,Olympic Flame,NA,Steaming,mappingpiracy
15-02-2001,NA,105.1667,-5.5,Boarding,"Tarahan, Indonesia",IDN,IDN,8.576883017,105.2021591,-5.568942967,NA,Jia Ho,NA,Berthed,mappingpiracy
16-02-2001,NA,-70,18.4166667,Attempted,"Rio Haina, Dominican Republic",DOM,DOM,0.4336173895,-70.00401771,18.41746654,NA,Atlantic Pioneer,NA,Steaming,mappingpiracy
16-02-2001,NA,118.1167,5.8266667,Attempted,"SPA Oil Pier, Sandakan, Malaysia",MYS,MYS,2.313767863,118.0959579,5.82416413,NA,Star Sapphire,NA,Berthed,mappingpiracy
21-02-2001,NA,103.652,0.94345,Boarding,"2NM Jankat Island, Malacca Straits",IDN,IDN,11.33903523,103.7262476,0.873236395,NA,Profit Maersk,NA,Steaming,mappingpiracy
