date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
01-01-2011,NA,55.8667,15.75,Hijacked,"Off Oman, Off Somalia",OMN,OMN,165.910331,55.02686608,17.01113516,NA,Bilda,NA,Steaming,mappingpiracy
01-01-2011,NA,63.765,14.8833,Attempted,"About 575NM East of Socotra Island, Yemen. Off Somalia",OMN,NA,779.1874594,57.8400985,19.01532624,NA,Ratna Shalini,NA,Steaming,mappingpiracy
01-01-2011,NA,59.55,3.9333,Attempted,"Around 672NM East of Hobyo, Somalia",SYC,NA,957.5024656,55.65967858,-3.791110935,NA,Tiba Folk,NA,Steaming,mappingpiracy
01-01-2011,NA,59.2833,2.6833,Attempted,Off Somalia,SYC,NA,821.6187922,55.65967858,-3.791110935,NA,Tiba Folk,NA,Steaming,mappingpiracy
01-01-2011,NA,48.8167,13.15,Attempted,Gulf of Aden,YEM,YEM,99.69208181,48.68930098,14.04242585,NA,Green Park,NA,Steaming,mappingpiracy
02-01-2011,NA,59.3933,15.4833,Attempted,"320NM SE of Salalah, Oman. Off Somalia",OMN,NA,417.9528521,56.09555098,17.51886628,NA,Tien Hau,NA,steaming,mappingpiracy
03-01-2011,NA,65.2167,19.5833,Attempted,"Around 430NM West of Mumbai, India. Off Somalia",IND,NA,488.4705056,68.99415124,22.20392487,NA,Maersk Pelican,NA,Steaming,mappingpiracy
03-01-2011,NA,59.8167,15.8,Boarded,"Around 330NM ESE of Salalah, Oman. Off Somalia",OMN,NA,412.0352771,57.80111738,18.98065827,NA,CPO China,NA,Steaming,mappingpiracy
06-01-2011,NA,64,20,Attempted,Arabian Sea. Off Somalia,OMN,NA,500.3637404,59.79175866,22.1980655,NA,Front Warrior,NA,Steaming,mappingpiracy
06-01-2011,NA,63.29,21.1733,Attempted,"Around 205NM ESE of Ras al Hadd, Oman. Off Somalia",OMN,NA,378.6860064,59.81177819,22.23737214,NA,BW Austria,NA,Steaming,mappingpiracy
06-01-2011,NA,63.35,21.0667,Attempted,"Around 220NM ESE of Ras al Hadd, Oman. Off Somalia",OMN,NA,388.4943923,59.81177819,22.23737214,NA,Achilleas,NA,Steaming,mappingpiracy
07-01-2011,NA,62.75,21.1333,Attempted,"Around 180NM ESE of Ras Al Hadd, Oman. Off Somalia",OMN,OMN,327.7158681,59.81177819,22.23737214,NA,BW Bauhinia,NA,Steaming,mappingpiracy
08-01-2011,NA,55.6583,15.8,Attempted,"Around 115NM SE of Salalah, Oman. Off Somalia",OMN,OMN,150.041141,55.02686608,17.01113516,NA,Hong Ocean,NA,Steaming,mappingpiracy
09-01-2011,NA,3.3833,6.2667,Boarded,"7NM SE of Lagos Fairway Buoy, Nigeria",NGA,NGA,14.48666228,3.384532097,6.397691148,NA,Chassiron,NA,Anchored,mappingpiracy
09-01-2011,NA,57.2833,17.7,Hijacked,"Around 152NM ENE of Salalah, Oman. Off Somalia",OMN,OMN,91.23564781,56.56128991,18.14923737,NA,Al Musa,NA,Steaming,mappingpiracy
09-01-2011,NA,-77.2167,-10.0183,Boarded,"Callao Anchorage, Peru",PER,PER,95.44791028,-78.00642657,-10.38248198,NA,Hoegh Kunsan,NA,Anchored,mappingpiracy
10-01-2011,NA,42.4833,14.5167,Attempted,"31NM NE of Al Hudayadah, Yemen. Red Sea",YEM,YEM,51.31100048,42.95932051,14.51349518,NA,Orient Crusader,NA,Steaming,mappingpiracy
10-01-2011,NA,3.35,6.3,Boarded,"8NM Off Lagos Port, Nigeria",NGA,NGA,10.44826087,3.326182488,6.391424872,NA,Glory 2,NA,Anchored,mappingpiracy
11-01-2011,NA,67.405,14.0117,Attempted,"Around 380NM Off Mormugao, India. Off Somalia",IND,NA,625.8365288,72.18930098,10.86493561,NA,Alpine Persefone,NA,Steaming,mappingpiracy
11-01-2011,NA,59.7333,16.75,Attempted,Around 300NM East of Oman. Off Somalia,OMN,OMN,320.7147632,57.81568444,18.99176667,NA,Barbarosa,NA,Steaming,mappingpiracy
12-01-2011,NA,58.3,15.1833,Boarded,"Around 270NM NE of Socotra Island, Yemen. Off Somalia",OMN,OMN,349.6685382,56.09555098,17.51886628,NA,Leopard,NA,Steaming,mappingpiracy
12-01-2011,NA,45.4167,12.1167,Attempted,Gulf of Aden,YEM,YEM,81.31630678,45.05860436,12.76203034,NA,Bourbon Hector,NA,Steaming,mappingpiracy
13-01-2011,NA,120.9,14.5583,Boarded,"Manila South Port Anchorage, Indonesia",PHL,PHL,7.34284606,120.9588322,14.59178295,NA,German S,NA,Anchored,mappingpiracy
13-01-2011,NA,104.5583,1.3018,Boarded,"Tanjung Ayam, Malaysia",IDN,IDN,8.665881969,104.5756942,1.225409247,NA,Torm Clara,NA,Anchored,mappingpiracy
13-01-2011,NA,56.75,13.8333,Attempted,"Around 150NM NE of Socotra Island, Yemen. Off Somalia",YEM,YEM,278.4288271,54.54029382,12.55023835,NA,New Fortuner,NA,Steaming,mappingpiracy
