date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
17-02-2006,NA,91.7667,22.1667,Boarded,"Chittagong Charlie Anchorage, Bangladesh  (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Name Withheld,NA,Anchored,mappingpiracy
18-02-2006,NA,49.3,13.65,Attempted,Gulf of Aden,YEM,YEM,74.90086649,48.85254968,14.16697826,NA,Kota Perkasa,NA,Steaming,mappingpiracy
18-02-2006,NA,51.7267,14.4,Attempted,Gulf of Aden,YEM,YEM,99.60142351,51.36784916,15.2297224,NA,Golden Georgia,NA,Steaming,mappingpiracy
18-02-2006,NA,4.95,5.45,NA,"?anoeuvr ?anoe, Nigeria (PDF does not recognize characters)",NGA,NGA,27.81984312,5.144867384,5.608628648,NA,NA,NA,NA,mappingpiracy
19-02-2006,NA,33.7833,27.5617,Boarded,"Endeavour Harbor, Tawila Island, Red Sea",EGY,EGY,13.53847176,33.91358483,27.52374909,NA,Name Withheld,NA,Anchored,mappingpiracy
19-02-2006,NA,91.7667,22.1667,Boarded,"Anchorage B, Chittagong Roads, Bangladesh  (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Germana,NA,Anchored,mappingpiracy
20-02-2006,NA,106.1133,-5.9383,Boarded,"PT Cilegon Fabricators Jetty, West Java, Indonesia",IDN,IDN,3.106407126,106.107107,-5.910902602,NA,Orient Iris,NA,Berthed,mappingpiracy
21-02-2006,NA,104.1667,2.7833,Boarded,"Tioman Islands, Malaysia",MYS,MYS,2.764919046,104.1506454,2.802394924,NA,Kumara,NA,Anchored,mappingpiracy
21-02-2006,NA,104.1667,2.7833,Boarded,"Tioman Islands, Malaysia",MYS,MYS,2.764919046,104.1506454,2.802394924,NA,Ten Large,NA,Anchored,mappingpiracy
23-02-2006,NA,118.6852,4.5388,Boarded,"Off Pulau Boey Duland, Semporna, Sabah, Malaysia (Measured approximately half the distance between Pulau Boey Duland and coastal Semporna)",MYS,MYS,4.609296132,118.6751408,4.498358466,NA,NA,NA,Steaming,mappingpiracy
23-02-2006,NA,116.975,-1.5417,Attempted,"Off Balikpapan, Indonesia",IDN,IDN,30.66240068,116.7623804,-1.365329685,NA,Mercedes,NA,Steaming,mappingpiracy
23-02-2006,NA,-77.1405,-12.0407,Boarded,"Callao Anchorage, Peru (Used coordinates from other incidents)",PER,PER,1.600900645,-77.15510006,-12.03899505,NA,SJN Lopez,NA,Anchored,mappingpiracy
26-02-2006,NA,45.6,1.9667,Hijacked,"Off Mogadishu, Somalia",SOM,SOM,23.93138614,45.60564212,2.183050848,NA,Bhakti Sagar,NA,Steaming,mappingpiracy
26-02-2006,NA,3.4,6.2913,Attempted,"Bonny Fairway Buoy, Nigeria (Used coordinates for 2008 incident of 27.9.2008 at same buoy)",NGA,NGA,11.88938453,3.384532097,6.397691148,NA,C-Endeavor,NA,Steaming,mappingpiracy
27-02-2006,NA,116.3333,-3.2,Boarded,"North Pulau Laut Outer Anchorage, Indonesia",IDN,IDN,7.250508565,116.2763778,-3.232028904,NA,Centurion,NA,Anchored,mappingpiracy
28-02-2006,NA,117.1167,-0.5167,Boarded,"Samarinda Anchorage, Indonesia (Located coordinates)",IDN,IDN,36.14604102,117.4414169,-0.517754816,NA,Don Frane Bulic,NA,Anchored,mappingpiracy
01-03-2006,NA,104.1667,2.7833,Boarded,"Tioman Islands, Malaysia",MYS,MYS,2.764919046,104.1506454,2.802394924,NA,Cin Cin,NA,Anchored,mappingpiracy
02-03-2006,NA,105.8863,0.9052,Attempted,Indonesia,IDN,IDN,115.2962574,104.8527938,0.975490627,NA,Serenity,NA,Steaming,mappingpiracy
04-03-2006,NA,-81.4758,-4.5702,Boarded,"Anchored off Talara, Peru (Measured 20km due E of Talara)",PER,PER,18.00527618,-81.31651771,-4.601250909,NA,Isabel Barreto,NA,Anchored,mappingpiracy
04-03-2006,NA,91.7667,22.1667,Attempted,"Chittagong Charlie Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Name Withheld,NA,Anchored,mappingpiracy
05-03-2006,NA,107.3083,-3.025,Attempted,"Gelasa Straits, Indonesia",IDN,IDN,13.85958314,107.3984536,-2.938427948,NA,Tuas Express,NA,Steaming,mappingpiracy
05-03-2006,NA,91.7667,22.1667,Boarded,"Chittagong Charlie Anchorage, Bangladesh  (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Name Withheld,NA,Anchored,mappingpiracy
07-03-2006,NA,107.04,10.3283,Boarded,"Vung Tau Anchorage, Vietnam",VNM,VNM,5.19718106,107.0871688,10.32318757,NA,Sima Pride,NA,Anchored,mappingpiracy
08-03-2006,NA,117.5667,-7.9333,Attempted,"Bali Sea, Indonesia",IDN,IDN,23.43754989,117.5634872,-8.145196222,NA,Mallina,NA,Steaming,mappingpiracy
08-03-2006,NA,91.7667,22.1667,Boarded,"Chittagong B Anchorage, Bangladesh  (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Axion,NA,Anchored,mappingpiracy
09-03-2006,NA,13.0518,-5.8658,Boarded,"Port of Boma Anchorage, Congo River, Congo (Located coordinates)",COD,AGO,1.744029377,13.06722705,-5.862628663,NA,Safemarine Basilea,NA,Anchored,mappingpiracy
11-03-2006,NA,118.3717,4.9083,Boarded,"5nm of Sinakut Coast, Lahad Datu, Sabah, Malaysia (Measured 7km due S of Pulau Sakar-forms bay including Lahad Datu)",MYS,MYS,11.77814387,118.2912704,4.977850653,NA,NA,NA,Steaming,mappingpiracy
12-03-2006,NA,117.1283,-1.7217,Boarded,"32deg SE of Balikpapan, Indonesia",IDN,IDN,56.55451215,116.9576929,-1.239922784,NA,Protesilaus,NA,Steaming,mappingpiracy
13-03-2006,NA,13.4,-5.7833,Boarded,"Ikungulu Anchorage, Matadi, Congo River, Congo (Located coordinates)",COD,COD,25.20896676,13.18433679,-5.856215102,NA,Sandino Bay,NA,Steaming,mappingpiracy
13-03-2006,NA,44.6833,1.3217,Attempted,"Off Merca, East Coast of Somalia",SOM,SOM,30.14567065,44.55005944,1.559068101,NA,Rozen,NA,Steaming,mappingpiracy
14-03-2006,NA,47.9288,30.11,Boarded,"Khawr Az Zubayr Roads, Iraq",IRQ,IRQ,0.6646951644,47.93482507,30.10708242,NA,Nanking,NA,Anchored,mappingpiracy
17-03-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage Area, Bangladesh  (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Ambitious F.,NA,Steaming,mappingpiracy
21-03-2006,NA,91.735,22.29,Boarded,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007397397,91.77165775,22.26032136,NA,Iran Bayan,NA,Anchored,mappingpiracy
21-03-2006,NA,107.2683,-2.9067,Boarded,"Gelasa Straits, Indonesia",IDN,IDN,8.406502951,107.3412922,-2.886858451,NA,Martha Verity,NA,Steaming,mappingpiracy
24-03-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Sea Master One,NA,Steaming,mappingpiracy
25-03-2006,NA,-46.2933,-23.9433,Boarded,"Quarantine Anchorage No.2, Santos Roads, Brazil (Located coordinates)",BRA,BRA,0.3075386014,-46.29295814,-23.94605885,NA,CSAV Rio Loa,NA,Anchored,mappingpiracy
29-03-2006,NA,45.7167,2.1333,Hijacked,Somalia,SOM,SOM,12.28874415,45.71192468,2.244330145,NA,Lin I,NA,Steaming,mappingpiracy
01-04-2006,NA,49.5467,13.545,Attempted,Gulf of Aden,YEM,YEM,101.8140562,48.85254968,14.16697826,NA,Regal Star,NA,Steaming,mappingpiracy
03-04-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Westernstar,NA,Anchored,mappingpiracy
03-04-2006,NA,47.9317,30.1123,Attempted,"Khawr Az Zubayr Roads, Khor Al Zabayr Anchorage, Iraq",IRQ,IRQ,0.6521146581,47.93482507,30.10708242,NA,Glory,NA,Anchored,mappingpiracy
04-04-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Westernstar,NA,Anchored,mappingpiracy
04-04-2006,NA,49.35,4.9,Hijacked,Somalia,SOM,SOM,100.8311321,48.6201278,5.443996486,NA,Dong Won No.628,NA,Steaming,mappingpiracy
04-04-2006,NA,-77.1405,-12.0407,Boarded,"Callao Anchorage, Peru (Used coordinates from other incidents)",PER,PER,1.600900645,-77.15510006,-12.03899505,NA,Atlantic Frontier,NA,Anchored,mappingpiracy
05-04-2006,NA,102.76,1.6548,Boarded,"North Long Beacon, 13.6nm of Tg. Segenting Batu Pahat, Malacca Straits (Measured 15km SW of nearest coastline to Batu Pahat, in Malacca Straits)",MYS,MYS,21.34212294,102.7387801,1.846625067,NA,NA,NA,Steaming,mappingpiracy
06-04-2006,NA,118.6228,4.3062,Boarded,"3nm of Pulau Mabul, Semporna, Sabah, Malaysia (Measured 5km due N of Pulau Mabul, toward Semporna, based on other incidents in area)",MYS,MYS,9.414217493,118.5722762,4.374579169,NA,KM Kapal Dobo I,NA,Steaming,mappingpiracy
11-04-2006,NA,106.8878,-6.041,Boarded,"Th. Priok Anchorage, Jakarta (Used coordinates from other incidents)",IDN,IDN,8.791530492,106.8377385,-6.102715753,NA,Orange Breeze,NA,Anchored,mappingpiracy
13-04-2006,NA,91.7843,22.181,Boarded,"Chittagong C Anchorage, Bangladesh",BGD,BGD,2.960685887,91.81299889,22.18032461,NA,Britoil 44,NA,Anchored,mappingpiracy
16-04-2006,NA,107.3083,-2.9667,Attempted,"Gelasa Straits, Indonesia",IDN,IDN,9.560268597,107.3412922,-2.886858451,NA,Bulk Asia,NA,Steaming,mappingpiracy
16-04-2006,NA,107.3067,-2.8833,Boarded,"Gelasa Straits, Indonesia",IDN,IDN,3.866017198,107.3412922,-2.886858451,NA,Sanko Rally,NA,Steaming,mappingpiracy
17-04-2006,NA,102.7883,1.7033,Boarded,"10nm off Bagan Coast, Batu Pahat, Malacca Straits (Measured 13km SW of nearest coastline to Batu Pahat, in Malacca Straits)",MYS,MYS,15.92212304,102.8874618,1.807114976,NA,NA,NA,Steaming,mappingpiracy
17-04-2006,NA,100.507,4.5018,Attempted,"9nm off Parit Haji Baki Coast, Malacca Straits (Measured 10km due E of Parit Haji)",MYS,MYS,12.53737038,100.6147567,4.467759507,NA,NA,NA,Steaming,mappingpiracy
18-04-2006,NA,-75.5167,10.3167,Attempted,"Mamonal Roads, Colombia (Located coordinates)",COL,COL,0.2768068178,-75.51569577,10.31899649,NA,Margara,NA,Anchored,mappingpiracy
19-04-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Westernstar,NA,Anchored,mappingpiracy
22-04-2006,NA,105.8423,-1.1003,Hijacked,"Enroute from Belawan Port to Batu Licin, Banjarmasin, Indonesia",IDN,IDN,43.16226319,105.875743,-1.489190363,NA,Martha Dini & Sentana V,NA,Steaming,mappingpiracy
22-04-2006,NA,91.735,22.29,Boarded,"Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007397397,91.77165775,22.26032136,NA,C.Emerald,NA,Anchored,mappingpiracy
22-04-2006,NA,77.5402,7.9258,Boarded,"Kannyakumari, Cape Comorin, India (Measured 20km S of town coordinates)",IND,IND,16.92177382,77.51091556,8.075995184,NA,Idle Vice of Kip,NA,Steaming,mappingpiracy
23-04-2006,NA,107.2917,-2.87,Attempted,"Gelasa Straits, Indonesia",IDN,IDN,5.820271694,107.3412922,-2.886858451,NA,Raiju,NA,Steaming,mappingpiracy
26-04-2006,NA,114.365,10.1813,Boarded,"Off Spratly Islands, South China Sea",PHL,PHL,0.5999618697,114.3698023,10.18390534,NA,Jinghai 03012,NA,Steaming,mappingpiracy
27-04-2006,NA,44.0689,1.071,Hijacked,"Off Barawe, SW of Mogadishu, Somalia",SOM,SOM,4.963654754,44.03288822,1.097479559,NA,Al Taj,NA,Steaming,mappingpiracy
28-04-2006,NA,-65.9457,12.8162,Boarded,"Islas de Piritu Anchorage, off Puerto la Cruz, Venezuela",VEN,VEN,110.9812809,-66.10850989,11.82583242,NA,Escapada,NA,Anchored,mappingpiracy
28-04-2006,NA,3.29,6.0217,Attempted,"Lagos Roads, Nigeria",NGA,NGA,41.08248058,3.326182488,6.391424872,NA,Hadra,NA,Anchored,mappingpiracy
29-04-2006,NA,107.3,-2.9167,Boarded,"Gelasa Straits, Indonesia",IDN,IDN,5.653657803,107.3412922,-2.886858451,NA,Alabanda,NA,Steaming,mappingpiracy
30-04-2006,NA,80.9225,15.7215,Hijacked,"River Krishna, Andhra Pradesh, India",IND,IND,3.051633813,80.94255619,15.74107494,NA,NA,NA,Berthed,mappingpiracy
30-04-2006,NA,80.9225,15.7215,Hijacked,"River Krishna, Andhra Pradesh, India",IND,IND,3.051633813,80.94255619,15.74107494,NA,NA,NA,Berthed,mappingpiracy
30-04-2006,NA,107.2867,-3.0717,Attempted,"Gelasa Straits, Indonesia",IDN,IDN,19.27472607,107.3984536,-2.938427948,NA,Queenie,NA,Steaming,mappingpiracy
01-05-2006,NA,108.75,3.2167,Attempted,"Natuna Islands, Indonesia",IDN,IDN,26.35537591,108.8557235,3.003363348,NA,Hellespont Tatina,NA,Steaming,mappingpiracy
02-05-2006,NA,-14.1033,9.2183,Attempted,"Off Conakry, Guinea",GIN,GIN,52.55275825,-13.7224015,9.505804755,NA,Maersk Belfast,NA,Steaming,mappingpiracy
04-05-2006,NA,104.45,1.3917,Boarded,"Off Horsburgh Lighthouse, Singapore Straits",MYS,MYS,18.31606554,104.2946883,1.446519273,NA,Voyager V,NA,Steaming,mappingpiracy
05-05-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,X-Press Manaslu,NA,Anchored,mappingpiracy
09-05-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Falcon Trader,NA,Anchored,mappingpiracy
09-05-2006,NA,-76.7767,17.8817,Boarded,"Kingston Outer Anchorage, Jamaica",JAM,JAM,5.888163008,-76.78010006,17.93480052,NA,Westerkade,NA,Anchored,mappingpiracy
10-05-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Falcon Trader,NA,Anchored,mappingpiracy
10-05-2006,NA,49.61,12.92,Attempted,Gulf of Guinea,SOM,SOM,152.4236756,50.56120853,11.90790436,NA,Palenque,NA,Steaming,mappingpiracy
12-05-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Alison,NA,Anchored,mappingpiracy
12-05-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Uranus,NA,Anchored,mappingpiracy
13-05-2006,NA,106.8667,-6.0167,Attempted,"Tg. Priok Outer Roads, Indonesia",IDN,IDN,10.03796939,106.8377385,-6.102715753,NA,Mars,NA,Anchored,mappingpiracy
13-05-2006,NA,-17.15,19.0667,Attempted,"Nouadhibou Roads, Mauritania",MRT,MRT,73.37848992,-16.53547116,19.38080476,NA,EW Cook,NA,Steaming,mappingpiracy
15-05-2006,NA,118.7593,4.8255,Hijacked,"Enroute from Bintulu Port to Lahad Datu, Sabah, Malaysia (Based on other incidents in the area, coordinates are measured approximately 40km SE of Lahad Datu)",MYS,MYS,14.63819518,118.7273055,4.953924872,NA,E. Pillars & Asiapride 2378,NA,Steaming,mappingpiracy
20-05-2006,NA,-76.7767,17.8783,Attempted,"Kingston Outer Anchorage, Jamaica (Used coordinates from other incidents)",JAM,JAM,6.263809157,-76.78010006,17.93480052,NA,Pampero,NA,Anchored,mappingpiracy
20-05-2006,NA,-76.7767,17.8783,Attempted,"Kingston Outer Anchorage, Jamaica",JAM,JAM,6.263809157,-76.78010006,17.93480052,NA,Westerkade,NA,Anchored,mappingpiracy
22-05-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Cape Bonavista,NA,Steaming,mappingpiracy
22-05-2006,NA,-14.7083,9.2783,Boarded,"60nm from Conakry, Guinea",GIN,GIN,105.3755238,-14.15318763,10.05565013,NA,Shkotovo,NA,Steaming,mappingpiracy
22-05-2006,NA,45.5167,1.95,Attempted,"10.5nm SE of Mogadishu, Somalia",SOM,SOM,27.60405235,45.60564212,2.183050848,NA,Torgelow,NA,Steaming,mappingpiracy
23-05-2006,NA,123.3,11.0833,Hijacked,"Vicinity of Sacramento Rock, Visayan Sea, Iloilo Province, Indonesia (Used coordinates for Google Earth point of interest Sacremento Rock, no landmark visible from satellite view)",PHL,PHL,10.72904085,123.2597762,10.99481843,NA,Cadiz City,NA,Steaming,mappingpiracy
24-05-2006,NA,91.735,22.29,Boarded,"Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007397397,91.77165775,22.26032136,NA,Amanat Shah,NA,Anchored,mappingpiracy
24-05-2006,NA,106.3367,-3.17,Boarded,"S of Bangka Island, Indonesia",IDN,IDN,21.70714721,106.5171005,-3.094821873,NA,Tirta Niaga I,NA,Steaming,mappingpiracy
24-05-2006,NA,3.4167,6.325,Boarded,"Lagos Outer Anchorage, Nigeria (Used coordinates from other incidents)",NGA,NGA,8.791374445,3.384532097,6.397691148,NA,Bonita,NA,Anchored,mappingpiracy
28-05-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,New Sea Star,NA,Anchored,mappingpiracy
31-05-2006,NA,106.075,-5.87,Boarded,"Tg. Priok Anchorage, Indonesia",IDN,IDN,2.0548437,106.0852157,-5.885511977,NA,New Guardian,NA,Anchored,mappingpiracy
04-06-2006,NA,57.0667,25.6667,Attempted,"Off NE coast of Oman, Arabian Sea",IRN,IRN,27.80036941,57.31153405,25.78412507,NA,Al Shahaba,NA,Steaming,mappingpiracy
05-06-2006,NA,106.0882,-5.888,Boarded,"P.P. Kali Anchorage, Merak, Indonesia",IDN,IDN,0.4300158706,106.0852157,-5.885511977,NA,Princess Mary,NA,Anchored,mappingpiracy
05-06-2006,NA,39.2765,-6.8265,Boarded,"Dar Es Salaam Roads, Tanzania (Used coordinates from other incidents)",TZA,TZA,0.6087118768,39.28028405,-6.830498956,NA,Wappen Von Munchen,NA,Anchored,mappingpiracy
06-06-2006,NA,106.8667,-6.0167,Attempted,"Tanjung Priok Tanker Anchorage, Indonesia (Used coordinates from other incidents)",IDN,IDN,10.03796939,106.8377385,-6.102715753,NA,Haustrum,NA,Anchored,mappingpiracy
06-06-2006,NA,91.7667,22.1667,Boarded,"Chittagong Anchorage B, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Samsun Apollo,NA,Anchored,mappingpiracy
07-06-2006,NA,91.7667,22.1667,Attempted,"Chittagong Anchorage A, Bangladesh (Used coordinates from other incidents)",BGD,BGD,5.007752344,91.81299889,22.18032461,NA,Sea Master,NA,Anchored,mappingpiracy
16-06-2006,NA,91.7462,22.1595,Attempted,"Cement Clinker Jetty, Chittagong, Bangladesh (Used coordinates from other incidents)",BGD,BGD,7.265216021,91.81299889,22.18032461,NA,Ocean Star,NA,Berthed,mappingpiracy
16-06-2006,NA,-74.8413,11.0625,Boarded,"Magdalena River, Barranquilla, Colombia",COL,COL,0.4431118479,-74.84533802,11.06212954,NA,Arctic Clipper,NA,Anchored,mappingpiracy
20-06-2006,NA,3.4167,6.325,Boarded,"Lagos Roads Anchorage, Nigeria (Used coordinates from other incidents)",NGA,NGA,8.791374445,3.384532097,6.397691148,NA,IVS Kenso,NA,Anchored,mappingpiracy
21-06-2006,NA,107.0168,10.65,Boarded,"Berth B1, Godau Port, Vietnam (Located coordinates)",VNM,VNM,0.8288778741,107.0114038,10.65525951,NA,Eastern Honesty,NA,Berthed,mappingpiracy
26-06-2006,NA,114.2667,23.0767,Boarded,"Huangpu Port, China (Located coordinates)",CHN,CHN,44.95801684,113.8300887,23.11749909,NA,Jag Rani,NA,Berthed,mappingpiracy
28-06-2006,NA,112.9217,3.3083,Boarded,"Bintulu Anchorage, Malaysia",MYS,MYS,16.72581375,113.0693466,3.278998114,NA,Canpotex,NA,Anchored,mappingpiracy
28-06-2006,NA,105.2933,-5.4783,Boarded,"Panjang Anchorage, Indonesia",IDN,IDN,2.361691977,105.3107202,-5.465997003,NA,Star Langanger,NA,Anchored,mappingpiracy
01-07-2006,NA,9.6667,4.0432,Boarded,"Bonaberi Berth No.52, Douala Port, Cameroon (Used coordinates from other incidents)",CMR,CMR,1.433304206,9.675629102,4.033840236,NA,Emperor,NA,Berthed,mappingpiracy
