date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,attack_description,vessel_name,vessel_type,vessel_status,data_source
02-01-2000,NA,79.8517,6.9583333,Boarded,"Colombo, Sri Lanka",LKA,LKA,0.5753896997,79.84815514,6.962144273,NA,Sinar Java,NA,Anchored,mappingpiracy
04-01-2000,NA,106.78,-6.1049,Boarded,"Muara Karang, Indonesia",IDN,IDN,1.466418476,106.7932235,-6.104099217,NA,Gemini,NA,Berthed,mappingpiracy
05-01-2000,NA,116.75,-1.4431667,Boarded,"Lawi Lawi, Indonesia",IDN,IDN,7.701803937,116.7397567,-1.374281508,NA,Naga,NA,Anchored,mappingpiracy
05-01-2000,NA,-80.0867,-2.52,Boarded,"Guayaquil Anchorage, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Arctic Dawn,NA,Anchored,mappingpiracy
05-01-2000,NA,102.55,1.7333333,Boarded,"Tanjung Tohor, Malacca Straits",MYS,MYS,21.69668693,102.6993921,1.85944245,NA,Ocean Winner,NA,Steaming,mappingpiracy
07-01-2000,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,Paris,NA,Anchored,mappingpiracy
08-01-2000,NA,102.6833,8.1666667,Attempted,South China Sea,THA,THA,192.1233233,101.5573837,6.841782945,NA,Julie Tide,NA,Anchored,mappingpiracy
10-01-2000,NA,102.6,1.7166667,Attempted,"Tanjung Tohor, Malacca Straits",MYS,MYS,19.27548609,102.6993921,1.85944245,NA,Carnation,NA,Steaming,mappingpiracy
12-01-2000,NA,102.4667,1.8583333,Boarded,"Tanjung Tohor, Malacca Straits",MYS,MYS,19.93229048,102.5688583,2.006415106,NA,Aqi,NA,Steaming,mappingpiracy
12-01-2000,NA,100.825,13.138,Attempted,"Kosichange, Thailand",THA,THA,7.253749182,100.8782658,13.09833405,NA,Noble Star,NA,Steaming,mappingpiracy
12-01-2000,NA,99.2682,4.9173,Attempted,Malacca Straits,MYS,MYS,108.5007795,100.1800236,5.27334219,NA,Saturn II,NA,Steaming,mappingpiracy
16-01-2000,NA,91.7,6.1166667,Boarded,India,NA,NA,237.2684519,93.64918054,7.013088283,NA,Hadiyah,NA,Steaming,mappingpiracy
